Date,Open,High,Low,Close,Volume
20130618,15.41285706,15.53214264,15.3646431,15.42035675,195025600
20130619,15.40714264,15.41642857,15.1071434,15.1071434,310940000
20130620,14.97500038,15.21357059,14.82750034,14.88714314,357310800
20130621,14.94607067,15,14.57499981,14.7678566,481118400
20130624,14.55000019,14.59500027,14.21607113,14.3764286,480746000
20130625,14.48928642,14.5639286,14.24392891,14.37964344,314162800
20130626,14.42500019,14.45678616,14.13071442,14.21678638,367724000
20130627,14.25892925,14.33535671,14.05500031,14.06357098,337246000
20130628,13.97714329,14.29535675,13.88821411,14.16178608,578516400
20130701,14.38178635,14.72392941,14.32928562,14.61499977,391053600
20130702,14.64142895,15.05821419,14.62392902,14.94607067,469865200
20130703,15.03071404,15.1064291,14.90892887,15.02857113,240928800
20130705,15.01392937,15.11750031,14.83392906,14.90785694,274024800
20130708,15.00392914,15.03571415,14.66607094,14.82321358,298138400
20130709,14.77142906,15.125,14.65642929,15.08392906,352584400
20130710,14.98571396,15.17142868,14.9375,15.02607059,281405600
20130711,15.10535717,15.2946434,15.04178619,15.2603569,326292400
20130712,15.27321434,15.34964275,15.12178612,15.23250008,279563200
20130715,15.17892933,15.40928555,15.17142868,15.26571369,241917200
20130716,15.23285675,15.38249969,15.14892864,15.36428642,216538000
20130717,15.34642887,15.43642902,15.29357147,15.36821365,198990400
20130718,15.47785664,15.53107071,15.37892914,15.42000008,218878800
20130719,15.46785736,15.4992857,15.15535736,15.17678642,268721600
20130722,15.33785725,15.34821415,15.19535732,15.22535706,207796400
20130723,15.21428585,15.2485714,14.95392895,14.96392918,369395600
20130724,15.67607117,15.87821388,15.54500008,15.73250008,591936800
20130725,15.73928642,15.76428604,15.56464291,15.66071415,229493600
20130726,15.54642868,15.7514286,15.51214314,15.74964333,200152400
20130729,15.74285698,16.07107162,15.72142887,15.99250031,248057600
20130730,16.06999969,16.32678604,16.04392815,16.19000053,309422400
20130731,16.24964333,16.33357048,16.05107117,16.16178513,322957600
20130801,16.2767868,16.31428528,16.18785667,16.30999947,206250800
20130802,16.35750008,16.53035736,16.30928612,16.5192852,274783600
20130805,16.59607124,16.80964279,16.50535774,16.76607132,318855600
20130806,16.71500015,16.85321426,16.50607109,16.6160717,334857600
20130807,16.56428528,16.6785717,16.49178505,16.60642815,298858000
20130808,16.56642914,16.57500076,16.35535622,16.46464348,255777200
20130809,16.37999916,16.44499969,16.20178604,16.23035622,266865200
20130812,16.31642914,16.73749924,16.30821419,16.69142914,364434000
20130813,16.81928635,17.66642952,16.71607018,17.48464394,881941200
20130814,17.78142929,18.0089283,17.62142944,17.8035717,756372400
20130815,17.72928619,17.94285774,17.46714211,17.78249931,490294000
20130816,17.86249924,17.96214294,17.81642914,17.94035721,362306000
20130819,18.01214218,18.34785652,18,18.13357162,510518400
20130820,18.2039299,18.23464394,17.88642883,17.89535713,358688400
20130821,17.98535728,18.11249924,17.89999962,17.94142914,335879600
20130822,18.03499985,18.05678558,17.79285622,17.96285629,244207600
20130823,17.97392845,17.97678566,17.83392906,17.89357185,222731600
20130826,17.8839283,18.22142982,17.875,17.96321487,330965600
20130827,17.7857132,17.94678688,17.36785698,17.44964218,424188800
20130828,17.3571434,17.70714378,17.3571434,17.53214264,307608000
20130829,17.55892944,17.7321434,17.54035759,17.56071472,239657600
20130830,17.5714283,17.60535622,17.375,17.40071487,272297200
20130903,17.61071396,17.87857056,17.40535736,17.44928551,331928800
20130904,17.84142876,17.93714333,17.72428513,17.81035614,345032800
20130905,17.8660717,17.88142967,17.62999916,17.68821335,236367600
20130906,17.80142975,17.83499908,17.49821472,17.79357147,359525600
20130909,18.0357132,18.13999939,17.98142815,18.07749939,340687200
20130910,18.07857132,18.12321472,17.4821434,17.66571426,743195600
20130911,16.67892838,16.91749954,16.60035706,16.7039299,898696400
20130912,16.7321434,16.97857094,16.64321327,16.88178635,404051200
20130913,16.76214218,16.8510704,16.59642982,16.60357094,298835600
20130916,16.4642868,16.48607063,15.97214317,16.07571411,543706800
20130917,15.9985714,16.4182148,15.9821434,16.26142883,399380800
20130918,16.54214287,16.65535736,16.45214272,16.59571457,456862000
20130919,16.81071472,16.99392891,16.7589283,16.86785698,404541200
20130920,17.0714283,17.09107018,16.6428566,16.69321442,699302800
20130923,17.71785736,17.74678612,17.23571396,17.52285767,762106800
20130924,17.67428589,17.69535637,17.42214394,17.46785736,364344400
20130925,17.47142982,17.48714256,17.19392967,17.19750023,316957200
20130926,17.3571434,17.44857025,17.28214264,17.36499977,237221600
20130927,17.27785683,17.30964279,17.16857147,17.2410717,228040400
20130930,17.0446434,17.20214272,16.94321442,17.0267868,260156400
20131001,17.08749962,17.46928596,17.08499908,17.4271431,353883600
20131002,17.34392929,17.56428528,17.2767868,17.48428535,289184000
20131003,17.51821327,17.58392906,17.16928673,17.26464272,322753200
20131004,17.28071404,17.30714226,17.09285736,17.25107193,258868400
20131007,17.37714386,17.59464264,17.33392906,17.4196434,312292400
20131008,17.49785614,17.52285767,17.16214371,17.17642975,290917200
20131009,17.30857086,17.4210701,17.08142853,17.37821388,301725200
20131010,17.54714394,17.58499908,17.3942852,17.48714256,278602800
20131011,17.39249992,17.63714218,17.32714272,17.60035706,267738800
20131014,17.49392891,17.77071381,17.47678566,17.7157135,261898000
20131015,17.76821327,17.9285717,17.69714355,17.80999947,320073600
20131016,17.8853569,17.94750023,17.82964325,17.89678574,251101200
20131017,17.85642815,18.02785683,17.84571457,18.0178566,253593200
20131018,18.07107162,18.18785667,18.0610714,18.17464256,290542000
20131021,18.27750015,18.72500038,18.26857185,18.62000084,398106800
20131022,18.80035782,18.87321472,18.14392853,18.56678581,534063600
20131023,18.5357132,18.7739296,18.5357132,18.7485714,313723200
20131024,18.75,19.01678658,18.65892982,18.99678612,384764800
20131025,18.97571373,19.04392815,18.75392914,18.7842865,337792000
20131028,18.8942852,18.9642868,18.6860714,18.92428589,550440800
20131029,19.15250015,19.2589283,18.3764286,18.45285606,635807200
20131030,18.55750084,18.84000015,18.46500015,18.74642944,354163600
20131031,18.75,18.83892822,18.61678505,18.66785622,275696400
20131101,18.71500015,18.74285698,18.42285728,18.57250023,274890000
20131104,18.61071396,18.81500053,18.52892876,18.8125,244627600
20131105,18.73500061,18.88892937,18.6785717,18.76607132,265213200
20131106,18.71964264,18.74500084,18.50714302,18.60428619,223375600
20131107,18.55642891,18.68535614,18.29928589,18.30321312,262620400
20131108,18.37785721,18.61178589,18.30678558,18.59142876,279316800
20131111,18.57107162,18.63107109,18.37178612,18.53750038,227452400
20131112,18.48821449,18.7114296,18.4642868,18.57178688,204276800
20131113,18.5,18.6517868,18.46285629,18.59392929,197220800
20131114,18.67178535,18.90285683,18.63821411,18.86285782,282419200
20131115,18.80642891,18.89607048,18.73178673,18.74964333,317920400
20131118,18.74964333,18.82821465,18.50714302,18.52249908,244944000
20131119,18.53678513,18.69214249,18.49892807,18.55535698,208938800
20131120,18.54392815,18.5864296,18.36892891,18.3928566,193916800
20131121,18.48571396,18.6146431,18.34535789,18.61214256,262026800
20131122,18.55428505,18.64857101,18.51892853,18.56428528,223725600
20131125,18.60785675,18.78107071,18.6071434,18.70499992,229311600
20131126,18.71857071,19.14785767,18.7142868,19.04999924,401382800
20131127,19.15392876,19.5,19.04999924,19.4985714,363448400
20131129,19.62428665,19.94035721,19.56464386,19.85964394,318127600
20131202,19.9285717,20.15464211,19.67214394,19.68678665,472544800
20131203,19.93928528,20.22785759,19.91714287,20.22571373,450968000
20131204,20.1964283,20.32821465,20.02928543,20.1785717,377809600
20131205,20.45178604,20.54071426,20.22892952,20.28214264,447580000
20131206,20.2067852,20.2410717,19.98464394,20.00071335,344352400
20131209,20.03214264,20.34214211,20.03214264,20.22964287,320493600
20131210,20.12785721,20.28142929,20.04285622,20.19821358,278269600
20131211,20.25,20.39178658,19.98892975,20.04857063,359718800
20131212,20.07642937,20.19071388,20.00107193,20.0192852,262290000
20131213,20.10178566,20.10285759,19.7739296,19.80107117,332822000
20131216,19.82214355,20.09428596,19.82178688,19.9107132,282592800
20131217,19.85035706,19.97999954,19.76357079,19.82107162,229902400
20131218,19.63214302,19.69464302,19.24285698,19.67035675,565863200
20131219,19.625,19.6428566,19.41892815,19.44499969,320308800
20131220,19.47964287,19.70035744,19.45785713,19.60785675,436413600
20131223,20.2857132,20.38285637,20.09857178,20.36035728,501306400
20131224,20.35321426,20.42428589,20.21535683,20.2739296,167554800
20131226,20.28928566,20.3392868,20.12071419,20.13928604,204008000
20131227,20.13642883,20.15749931,19.9821434,20.00321388,225884400
20131230,19.9092865,20.00321388,19.72571373,19.80428505,253629600
20131231,19.79178619,20.04571342,19.7857132,20.03642845,223084400
20140102,19.84571457,19.89392853,19.71500015,19.75464249,234684800
20140103,19.74500084,19.77499962,19.30107117,19.32071495,392467600
20140106,19.19464302,19.52857018,19.05714226,19.42607117,412610800
20140107,19.44000053,19.4985714,19.2114296,19.28714371,317209200
20140108,19.24321365,19.48428535,19.23892975,19.4092865,258529600
20140109,19.52857018,19.53071404,19.11964226,19.16142845,279148800
20140110,19.27964211,19.31428528,18.96821404,19.03357124,304976000
20140113,18.92535782,19.375,18.92428589,19.13321495,378492800
20140114,19.22214317,19.52607155,19.20214272,19.51392937,332561600
20140115,19.76857185,20.00714302,19.70214272,19.90571404,391638800
20140116,19.81785774,19.88750076,19.70285606,19.7946434,229278000
20140117,19.69571495,19.71678543,19.28214264,19.30964279,426739600
20140121,19.32107162,19.64535713,19.30071449,19.60964394,328526800
20140122,19.67535782,19.9032135,19.56464386,19.69678688,379985200
20140123,19.64071465,19.875,19.45750046,19.86357117,403239200
20140124,19.7857132,19.84357071,19.4553566,19.50250053,429354800
20140127,19.64535713,19.81428528,19.4910717,19.6607132,554878800
20140128,18.17000008,18.3928566,17.93107033,18.0892868,1065523200
20140129,17.99821472,18.12035751,17.80785751,17.8839283,502810000
20140130,17.9478569,18.0892868,17.73928642,17.84928513,678501600
20140131,17.68499947,17.91178513,17.62678528,17.87857056,464797200
20140203,17.95035744,18.13321495,17.83214378,17.91178513,401464000
20140204,18.06607056,18.19499969,17.95571327,18.1710701,376681200
20140205,18.09142876,18.40285683,18.0803566,18.30678558,328344800
20140206,18.21642876,18.3392868,18.13607025,18.30392838,257765200
20140207,18.62071419,18.67607117,18.47785759,18.55999947,370280400
20140210,18.52357101,18.99964333,18.5,18.89249992,345559200
20140211,18.95035744,19.2053566,18.9107132,19.1414299,282256800
20140212,19.17678642,19.27000046,19.04428673,19.13999939,308100800
20140213,19.09499931,19.45892906,19.07857132,19.44392967,307398000
20140214,19.37392807,19.49928665,19.3289299,19.42821312,272924400
20140218,19.5,19.68535614,19.48607063,19.49964333,260251600
20140219,19.4553566,19.53178596,19.08392906,19.19178581,313768000
20140220,19.03535652,19.1785717,18.8928566,18.96964264,305858000
20140221,19.0282135,19.09178543,18.73571396,18.7589283,278784800
20140224,18.68392944,18.92571449,18.65785789,18.84107018,288909600
20140225,18.90642929,18.91321373,18.6071434,18.64500046,231952000
20140226,18.70035744,18.75,18.41428566,18.47678566,276217200
20140227,18.46928596,18.88500023,18.43035698,18.84535789,301882000
20140228,18.89571381,19.0267868,18.64714241,18.79428673,371968800
20140303,18.69357109,18.95178604,18.67178535,18.84857178,238781200
20140304,18.9642868,19.02285767,18.84892845,18.97285652,259140000
20140305,18.9614296,19.0982132,18.89749908,19.01285744,200062800
20140306,19.0282135,19.08714294,18.86071396,18.9553566,185488800
20140307,18.96750069,18.99928665,18.78750038,18.94428635,220729600
20140310,18.87000084,19.04750061,18.86928558,18.9614296,178584000
20140311,19.12321472,19.24071312,19.02107048,19.14607048,279224400
20140312,19.08964348,19.19107056,19,19.16464233,199326400
20140313,19.19428635,19.27357101,18.89857101,18.95178604,257742800
20140314,18.8853569,18.96035767,18.6785717,18.73892975,237199200
20140317,18.84642982,18.92749977,18.78035736,18.81214333,199544800
20140318,18.78214264,18.99892807,18.75714302,18.97857094,209647200
20140319,19.00928688,19.15142822,18.8928566,18.97357178,224756000
20140320,18.92464256,19.0239296,18.83392906,18.88214302,208398400
20140321,18.99749947,19.0625,18.79750061,19.03107071,374046400
20140324,19.22928619,19.3035717,19.10928535,19.25678635,355700800
20140325,19.3392868,19.4910717,19.27107048,19.46392822,282293200
20140326,19.51857185,19.6071434,19.24500084,19.27785683,299768000
20140327,19.28642845,19.3392868,19.11142921,19.19499969,222031600
20140328,19.22571373,19.24785614,19.0803566,19.17357063,200564000
20140331,19.25821495,19.31464386,19.14035606,19.16928673,168669200
20140401,19.20571327,19.35250092,19.17035675,19.34464264,200760000
20140402,19.37071419,19.40999985,19.29500008,19.37678528,180420800
20140403,19.33535767,19.375,19.20142937,19.24250031,162344000
20140404,19.27892876,19.2857132,18.94928551,18.99357033,275251200
20140407,18.85785675,18.96071434,18.63892937,18.69535637,289850400
20140408,18.75678635,18.79000092,18.52499962,18.69428635,243888400
20140409,18.66571426,18.94607162,18.64357185,18.94000053,206169600
20140410,18.95285606,19.00857162,18.68464279,18.69571495,239652000
20140411,18.5357132,18.67250061,18.46928596,18.55750084,271717600
20140414,18.63928604,18.64857101,18.4717865,18.63142967,205674000
20140415,18.58107185,18.62999916,18.26178551,18.4985714,266490000
20140416,18.50178528,18.61035728,18.36214256,18.53607178,214765600
20140417,18.5714283,18.84857178,18.54285622,18.74785614,284334400
20140421,18.76214218,19.00499916,18.71285629,18.97035789,182548800
20140422,18.86821365,18.99392891,18.8035717,18.98928642,202563200
20140423,18.89500046,18.96892929,18.73035622,18.7410717,394940000
20140424,20.2932148,20.3571434,20.02607155,20.27750015,759911600
20140425,20.16178513,20.42821312,20.1414299,20.42642975,390275200
20140428,20.45714378,21.2767868,20.44821358,21.21750069,669485600
20140429,21.20499992,21.28499985,21.05392838,21.15464211,337377600
20140430,21.16571426,21.40821457,21.06428528,21.07464218,456640800
20140501,21.1428566,21.24285698,20.94142914,21.12428665,244048000
20140502,21.15500069,21.22142982,21.0610714,21.1635704,191514400
20140505,21.07642937,21.4642868,21.0714283,21.46285629,287067200
20140506,21.49285698,21.58607101,21.22892952,21.22892952,374564400
20140507,21.2589283,21.3317852,20.99035645,21.15464211,282864400
20140508,21.0089283,21.22892952,20.94285774,20.99964333,230297200
20140509,20.8764286,20.9375,20.7260704,20.91214371,291597600
20140512,20.98178673,21.20214272,20.97857094,21.17250061,213208800
20140513,21.1428566,21.2335701,21.09642982,21.20571327,159737200
20140514,21.15821457,21.33571434,21.13357162,21.20964241,166404000
20140515,21.23928642,21.30714226,21.0014286,21.02928543,230846000
20140516,21.02249908,21.34035683,20.90714264,21.33964348,276256400
20140519,21.35178566,21.69035721,21.33321381,21.59250069,317755200
20140520,21.58964348,21.65714264,21.45464325,21.5967865,234836000
20140521,21.56535721,21.66785622,21.50214386,21.65392876,196859600
20140522,21.66428566,21.78035736,21.57500076,21.68821335,200760000
20140523,21.6875,21.95464325,21.65964317,21.93321419,232209600
20140527,21.99571419,22.35214233,21.98678589,22.34392929,348866000
20140528,22.35785675,22.49392891,22.27785683,22.28607178,315481600
20140529,22.42321396,22.74535751,22.42035675,22.69214249,376474000
20140530,22.78499985,23.00607109,22.46071434,22.6071434,564020800
20140602,22.6414299,22.67250061,22.2321434,22.45178604,369350800
20140603,22.44499969,22.81214333,22.4375,22.7692852,292709200
20140604,22.76571465,23.13892937,22.71821404,23.02928543,335482000
20140605,23.07857132,23.19178581,22.95035744,23.11964226,303805600
20140606,23.21071434,23.25928688,23.01678658,23.05607033,349938400
20140609,23.17499924,23.46999931,22.9375,23.42499924,301660000
20140610,23.68250084,23.76250076,23.39249992,23.5625,251108000
20140611,23.53249931,23.69000053,23.36750031,23.46500015,182724000
20140612,23.51000023,23.53000069,22.97500038,23.07250023,218996000
20140613,23.04999924,23.11000061,22.71999931,22.81999969,218100000
20140616,22.87750053,23.1875,22.86249924,23.04999924,142244000
20140617,23.07749939,23.17499924,22.95000076,23.02000046,118904000
20140618,23.06749916,23.07250023,22.83749962,23.04500008,134056000
20140619,23.07250023,23.07500076,22.83499908,22.96500015,142112000
20140620,22.96249962,23.13750076,22.72500038,22.72750092,403592000
20140623,22.82999992,22.90500069,22.64999962,22.70750046,174776000
20140624,22.6875,22.93499947,22.54750061,22.56999969,156144000
20140625,22.55249977,22.67499924,22.41250038,22.59000015,147476000
20140626,22.59250069,22.76250076,22.45000076,22.72500038,130516000
20140627,22.70499992,23,22.69249916,22.99500084,256116000
20140630,23.02499962,23.43250084,23.02249908,23.23250008,197929200
20140701,23.37999916,23.51749992,23.28249931,23.37999916,152892000
20140702,23.46750069,23.51499939,23.27249908,23.37000084,113860000
20140703,23.41749954,23.52499962,23.29999924,23.50749969,91567200
20140707,23.53499985,23.99749947,23.52499962,23.99250031,225872000
20140708,24.06749916,24.20000076,23.47999954,23.83749962,260888000
20140709,23.86000061,23.98749924,23.69000053,23.84749985,145744000
20140710,23.44000053,23.88750076,23.37999916,23.76000023,158744000
20140711,23.84000015,23.97249985,23.71500015,23.80500031,136072000
20140714,23.96500015,24.22249985,23.91250038,24.11249924,171240000
20140715,24.20000076,24.21249962,23.75749969,23.82999992,181911600
20140716,24.24250031,24.27499962,23.68499947,23.69499969,213585200
20140717,23.75749969,23.81999969,23.14249992,23.27249908,229192000
20140718,23.40500069,23.68499947,23.25499916,23.60750008,199952000
20140721,23.74749947,23.75,23.43000031,23.48500061,156316000
20140722,23.67000008,23.72249985,23.53000069,23.68000031,220788000
20140723,23.85499954,24.46999931,23.79249954,24.29750061,371672000
20140724,24.26000023,24.32999992,24.10499954,24.25749969,182916000
20140725,24.21249962,24.45999908,24.15999985,24.41749954,173876000
20140728,24.45499992,24.80999947,24.38750076,24.75499916,221272000
20140729,24.83250046,24.86000061,24.5625,24.59499931,172572000
20140730,24.61000061,24.67499924,24.41749954,24.53750038,132040000
20140731,24.29000092,24.36249924,23.83250046,23.89999962,227372000
20140801,23.72500038,24.15500069,23.70249939,24.03249931,194044000
20140804,24.09250069,24.14500046,23.79249954,23.89749908,159832000
20140805,23.84000015,23.92000008,23.59000015,23.78000069,223732000
20140806,23.6875,23.87000084,23.67749977,23.73999977,154232000
20140807,23.73250008,23.98749924,23.52499962,23.62000084,186844000
20140808,23.56500053,23.70499992,23.31999969,23.68499947,167460000
20140811,23.81749916,24.02000046,23.70999908,23.99749947,146340000
20140812,24.01000023,24.21999931,23.90250015,23.99250031,135180000
20140813,24.03750038,24.30999947,24.01000023,24.30999947,127664000
20140814,24.33250046,24.39249992,24.20000076,24.375,112464000
20140815,24.47500038,24.54750061,24.21500015,24.49500084,195804000
20140818,24.62249947,24.84250069,24.49500084,24.79000092,190288000
20140819,24.85250092,25.17000008,24.82999992,25.13249969,277596000
20140820,25.11000061,25.27249908,24.98749924,25.14249992,210796000
20140821,25.14249992,25.23500061,25.02750015,25.14500046,133912000
20140822,25.07250023,25.36750031,25.04750061,25.32999992,176736000
20140825,25.44750023,25.54249954,25.31999969,25.38500023,161080000
20140826,25.35499954,25.375,25.21500015,25.22249985,132608000
20140827,25.25499916,25.64249992,25.17499924,25.53249931,209476000
20140828,25.39749908,25.69499969,25.38999939,25.5625,273840000
20140829,25.71500015,25.72500038,25.54999924,25.625,178380000
20140902,25.76499939,25.93499947,25.68000031,25.82500076,214256000
20140903,25.77499962,25.79999924,24.64500046,24.73500061,501684000
20140904,24.71249962,25.02249908,24.44750023,24.53000069,342872000
20140905,24.70000076,24.84749985,24.57749939,24.74250031,233828000
20140908,24.82500076,24.82749939,24.51250076,24.59000015,185426800
20140909,24.77000046,25.77000046,24.03499985,24.49749947,759385200
20140910,24.50250053,25.27750015,24.44000053,25.25,403478400
20140911,25.10250092,25.36000061,24.90500069,25.35750008,249412400
20140912,25.30249977,25.54750061,25.27000046,25.41500092,250504400
20140915,25.70249939,25.76250076,25.36000061,25.40749931,245266000
20140916,24.95000076,25.31500053,24.72249985,25.21500015,267632400
20140917,25.31749916,25.45000076,25.14749908,25.39500046,243706000
20140918,25.48250008,25.58749962,25.38999939,25.44750023,149197600
20140919,25.57250023,25.58749962,25.125,25.23999977,283609600
20140922,25.45000076,25.53499985,25.14500046,25.26499939,211153600
20140923,25.14999962,25.73500061,25.13500023,25.65999985,253608800
20140924,25.54000092,25.71249962,25.29999924,25.4375,240687200
20140925,25.12750053,25.17749977,24.43000031,24.46750069,400368000
20140926,24.63249969,25.1875,24.60000038,25.1875,249482000
20140929,24.66250038,25.11000061,24.65749931,25.02750015,199065200
